X,Y,OBJECTID,Status,Score,Match_addr,ShortLabel,USER_Year,USER_County,USER_District,USER_CDS2,USER_Name,USER_Street,USER_City,USER_State,USER_Zip,USER_Type,USER_Accommodations,USER_Classification,USER_LowGrade,USER_HighGrade,USER_EnrollK,USER_Enroll1,USER_Enroll2,USER_Enroll3,USER_Enroll4,USER_Enroll5,USER_Enroll6,USER_Enroll7,USER_Enroll8,USER_Enroll9,USER_Enroll10,USER_Enroll11,USER_Enroll12,USER_TotalEnroll,USER_PrevYearGrads,USER_FullTimeTeach,USER_PartTimeTeach,USER_Administrators,USER_OtherStaff,USER_TaxExempt,USER_CDS,USER_EnrollK5,USER_Enroll68,USER_Enroll912,COUNTY_NAM,CO_TEST,CO_TEST_Note
-13331799.9845,4085598.3061,2375,M,100,"4125 Paloma Dr, Santa Barbara, California, 93110",4125 Paloma Dr,2024-25,Santa Barbara,Santa Barbara Unified,A42692116940290,Laguna Blanca School,4125 Paloma Drive,Santa Barbara,CA,93110,Coeducational,Day Only,Non-Religious,Kindergarten,Twelfth Grade,18,20,19,20,18,22,25,49,42,45,47,43,46,414,52,58,9,25,12,Yes,42692116940290,117,116,181,Santa Barbara,1,
-13337737.6636,4087490.7557,2376,M,100,"160 Saint Josephs St, Santa Barbara, California, 93111",160 Saint Josephs St,2024-25,Santa Barbara,Goleta Union Elementary,A42691956965719,St. Raphael Elementary,160 St. Josephs Street,Santa Barbara,CA,93111,Coeducational,Day Only,Catholic,Kindergarten,Eighth Grade ,24,21,19,19,30,29,25,20,28,0,0,0,0,215,0,12,6,1,13,Yes,42691956965719,142,73,0,Santa Barbara,1,
-13409561.2246,4114361.874,2377,M,99.49,"219 W Olive Ave, Lompoc, California, 93436",219 W Olive Ave,2024-25,Santa Barbara,Lompoc Unified,A42692296965628,La Purisima Concepcion Elementary,219 W Olive Ave,Lompoc,CA,93436,Coeducational,Day Only,Catholic,Kindergarten,Eighth Grade ,17,13,14,8,9,3,10,5,10,0,0,0,0,89,0,6,0,1,3,Yes,42692296965628,64,25,0,Santa Barbara,1,
-13339594.6952,4089020.228,2378,M,98.5,"401 N Fairview Ave, Goleta, California, 93117",401 N Fairview Ave,2024-25,Santa Barbara,Goleta Union Elementary,A42691956991111,Montessori Center School,401 North Fairview #1,Goleta,CA,93117,Coeducational,Day Only,Non-Religious,Kindergarten,Sixth Grade,27,11,13,20,17,9,11,0,0,0,0,0,0,108,0,32,0,6,3,Yes,42691956991111,97,11,0,Santa Barbara,1,
-13316072.0022,4085917.7654,2379,M,100,"1795 San Leandro Ln, Santa Barbara, California, 93108",1795 San Leandro Ln,2024-25,Santa Barbara,Montecito Union Elementary,A42692526979009,Crane Country Day School,1795 San Leandro Lane,Santa Barbara,CA,93108,Coeducational,Day Only,Non-Religious,Kindergarten,Eighth Grade ,22,22,27,24,35,24,37,40,37,0,0,0,0,268,0,37,1,10,16,Yes,42692526979009,154,114,0,Santa Barbara,1,
-13367719.1537,4128129.3956,2380,M,100,"5300 Figueroa Mountain Rd, Los Olivos, California, 93441",5300 Figueroa Mountain Rd,2024-25,Santa Barbara,Los Olivos Elementary,A42692457063357,Santa Ynez Valley Family School,5300 Figueroa Mountain Road,Los Olivos,CA,93441,Coeducational,Day Only,Non-Religious,Kindergarten,Fifth Grade,11,9,14,12,4,8,0,0,0,0,0,0,0,58,0,12,3,3,1,Yes,42692457063357,58,0,0,Santa Barbara,1,
-13318391.3883,4087623.3645,2381,M,100,"530 Hot Springs Rd, Santa Barbara, California, 93108",530 Hot Springs Rd,2024-25,Santa Barbara,Montecito Union Elementary,A42692526965669,Our Lady of Mt. Carmel Elementary,530 Hot Springs Road,Santa Barbara,CA,93108,Coeducational,Day Only,Catholic,Kindergarten,Eighth Grade ,25,20,20,30,22,21,23,18,27,0,0,0,0,206,0,9,1,2,13,Yes,42692526965669,138,68,0,Santa Barbara,1,
-13405566.5034,4149797.9271,2382,M,99.48,"3435 Santa Maria Way, Santa Maria, California, 93455",3435 Santa Maria Way,2024-25,Santa Barbara,Orcutt Union Elementary,A42692606905335,Pacific Christian,3435 Santa Maria Way,Santa Maria,CA,93455,Coeducational,Day Only,Assembly of God,Kindergarten,Eighth Grade ,51,68,49,42,47,48,38,30,33,0,0,0,0,406,0,18,5,2,24,Yes,42692606905335,305,101,0,Santa Barbara,1,
-13404514.6639,4145352.0672,2383,M,99.48,"5095 Harp Rd, Santa Maria, California, 93455",5095 Harp Rd,2024-25,Santa Barbara,Orcutt Union Elementary,A42692606965693,St. Louis de Montfort Elementary,5095 Harp Road,Santa Maria,CA,93455,Coeducational,Day Only,Catholic,Kindergarten,Eighth Grade ,41,24,28,34,32,32,22,33,30,0,0,0,0,276,0,10,1,1,13,Yes,42692606965693,191,85,0,Santa Barbara,1,
-13404681.422,4147872.9662,2384,M,99.49,"4120 S Bradley Rd, Santa Maria, California, 93455",4120 S Bradley Rd,2024-25,Santa Barbara,Santa Maria Joint Union High,A42693106940324,St. Joseph High,4120 South Bradley Road,Santa Maria,CA,93455,Coeducational,Day Only,Catholic,Ninth Grade,Twelfth Grade,0,0,0,0,0,0,0,0,0,134,126,129,123,512,107,25,2,4,7,Yes,42693106940324,0,0,512,Santa Barbara,1,
-13372609.5011,4109576.7022,2385,M,99.48,"606 Alamo Pintado Rd, Suite 3, Solvang, California, 93463","606 Alamo Pintado Rd, Suite 3",2024-25,Santa Barbara,Solvang Elementary,A42693366170427,Acorn Village Forest School,606 Alamo Pintado Rd Ste. 3-304,Solvang,CA,93463,Coeducational,Day Only,Non-Religious,Kindergarten,Kindergarten,13,0,0,0,0,0,0,0,0,0,0,0,0,13,0,7,0,1,0,Yes,42693366170427,13,0,0,Santa Barbara,1,
-13369439.1348,4117173.1823,2386,M,99.57,"2555 W Highway 154, Santa Ynez, California, 93460",2555 W Highway 154,2024-25,Santa Barbara,Santa Ynez Valley Union High,A42693286940282,Dunn School,2555 West Highway 154,Los Olivos,CA,93441,Coeducational,Both,Non-Religious,Sixth Grade,Twelfth Grade,0,0,0,0,0,0,21,17,16,44,47,43,31,219,46,31,5,13,18,Yes,42693286940282,0,54,165,Santa Barbara,1,
-13368295.549,4127409.7464,2387,M,99.48,"5100 Figueroa Mountain Rd, Los Olivos, California, 93441",5100 Figueroa Mountain Rd,2024-25,Santa Barbara,Santa Ynez Valley Union High,A42693286940308,Midland School,5100 Figueroa Mountain Road,Los Olivos,CA,93441,Coeducational,Residential Boarding Only,Non-Religious,Ninth Grade,Twelfth Grade,0,0,0,0,0,0,0,0,0,14,18,21,18,71,17,5,2,5,10,Yes,42693286940308,0,0,71,Santa Barbara,1,
-13328603.4294,4088654.3707,2388,M,100,"3225 Calle Pinon, Santa Barbara, California, 93105",3225 Calle Pinon,2024-25,Santa Barbara,Santa Barbara Unified,A42767866137533,Providence School,3225 Calle Pinon,Santa Barbara,CA,93105,Coeducational,Day Only,Nondenominational,Kindergarten,Twelfth Grade,30,30,24,30,24,26,22,30,25,18,15,8,8,290,16,35,15,14,11,Yes,42767866137533,164,77,49,Santa Barbara,1,
-13336069.7651,4087231.8156,2389,M,100,"5073 Hollister Ave, Santa Barbara, California, 93111",5073 Hollister Ave,2024-25,Santa Barbara,Santa Barbara Unified,A42767866148811,Saint Therese Classical Academy,5073 Hollister Ave,Santa Barbara,CA,93111,Coeducational,Day Only,Catholic,Fifth Grade,Twelfth Grade,0,0,0,0,0,4,1,7,3,4,4,8,2,33,4,4,3,1,0,Yes,42767866148811,4,11,18,Santa Barbara,1,
-13324643.8756,4085650.1461,2390,M,100,"814 Santa Barbara St, Santa Barbara, California, 93101",814 Santa Barbara St,2024-25,Santa Barbara,Santa Barbara Unified,A42767866169056,Peace in a Pod Elementary,814 Santa Barbara Street,Santa Barbara,CA,93101,Coeducational,Day Only,Non-Religious,Kindergarten,Sixth Grade,1,2,1,5,4,1,1,0,0,0,0,0,0,15,0,3,0,1,0,No,42767866169056,14,1,0,Santa Barbara,1,
-13324368.2656,4087634.8872,2391,M,100,"1321 Alameda Padre Serra, Santa Barbara, California, 93103",1321 Alameda Padre Serra,2024-25,Santa Barbara,Santa Barbara Unified,A42767866902381,Santa Barbara Middle School,1321 Alameda Padre Serra,Santa Barbara,CA,93103,Coeducational,Day Only,Non-Religious,Sixth Grade,Ninth Grade,0,0,0,0,0,0,30,62,67,34,0,0,0,193,0,24,8,21,0,Yes,42767866902381,0,159,34,Santa Barbara,1,
-13328864.9407,4088132.1609,2392,M,100,"3324 State St, Suite M, Santa Barbara, California, 93105","3324 State St, Suite M",2024-25,Santa Barbara,Santa Barbara Unified,A42767866143044,Eureka School of Santa Barbara,"3324 State Street, Suite M",Santa Barbara,CA,93105,Coeducational,Day Only,Non-Religious,Sixth Grade,Twelfth Grade,0,0,0,0,0,0,0,1,1,0,2,2,0,6,2,1,0,1,0,No,42767866143044,0,2,4,Santa Barbara,1,
-13324643.8756,4085650.1461,2393,M,100,"814 Santa Barbara St, Santa Barbara, California, 93101",814 Santa Barbara St,2024-25,Santa Barbara,Santa Barbara Unified,A42767866940225,The Anacapa School,814 Santa Barbara Street,Santa Barbara,CA,93101,Coeducational,Day Only,Non-Religious,Seventh Grade,Twelfth Grade,0,0,0,0,0,0,0,7,11,0,2,7,2,29,2,4,2,3,1,Yes,42767866940225,0,18,11,Santa Barbara,1,
-13325833.2683,4086233.2916,2394,M,100,"33 E Micheltorena St, Santa Barbara, California, 93101",33 E Micheltorena St,2024-25,Santa Barbara,Santa Barbara Unified,A42767866993836,Notre Dame,33 East Micheltorena Street,Santa Barbara,CA,93101,Coeducational,Day Only,Catholic,Kindergarten,Eighth Grade ,11,5,7,11,4,14,15,11,10,0,0,0,0,88,0,6,1,1,5,Yes,42767866993836,52,36,0,Santa Barbara,1,
-13331437.0952,4088739.0481,2395,M,100,"4000 La Colina Rd, Santa Barbara, California, 93110",4000 La Colina Rd,2024-25,Santa Barbara,Santa Barbara Unified,A42767866940241,Bishop Garcia Diego High School,4000 La Colina Road,Santa Barbara,CA,93110,Coeducational,Day Only,Catholic,Ninth Grade,Twelfth Grade,0,0,0,0,0,0,0,0,0,60,57,99,62,278,48,21,7,7,6,Yes,42767866940241,0,0,278,Santa Barbara,1,
-13325904.1441,4088274.9995,2396,M,100,"2130 Mission Ridge Rd, Santa Barbara, California, 93103",2130 Mission Ridge Rd,2024-25,Santa Barbara,Santa Barbara Unified,A42767866965644,The Riviera Ridge School,2130 Mission Ridge Rd.,Santa Barbara,CA,93103,Coeducational,Day Only,Non-Religious,Kindergarten,Eighth Grade ,20,20,19,21,24,24,29,35,36,0,0,0,0,228,0,31,5,9,22,Yes,42767866965644,128,100,0,Santa Barbara,1,
-13564332.0056,4491337.136,2397,M,99.42,"2503 Easton Pl, Apartment 38, San Jose, California, 95133","2503 Easton Pl, Apartment 38",2024-25,Santa Clara,Alum Rock Union Elementary,A43693696205868,Stellar Learning Academy,2503 Easton Place #38,San Jose,CA,95133,Coeducational,Day Only,Non-Religious,Kindergarten,Twelfth Grade,1,1,0,0,2,2,1,0,1,0,0,0,1,9,0,1,0,0,0,Yes,43693696205868,6,2,1,Santa Clara,1,
-13561718.1989,4485343.0347,2398,M,99.42,"1940 Cunningham Ave, San Jose, California, 95122",1940 Cunningham Ave,2024-25,Santa Clara,Alum Rock Union Elementary,A43693696979371,Most Holy Trinity School,1940 Cunningham Avenue,San Jose,CA,95122,Coeducational,Day Only,Catholic,Kindergarten,Eighth Grade ,18,21,12,27,16,25,15,20,22,0,0,0,0,176,0,10,0,2,4,Yes,43693696979371,119,57,0,Santa Clara,1,
-13324444.9639,4084953.1654,2399,M,99.85,"510 State St, Suite 200, Santa Barbara, California, 93101","510 State St, Suite 200",2024-25,Santa Barbara,Santa Barbara Unified,A42767866168629,Fusion Academy  Santa Barbara,510 State St Ste 200,"Santa Barbara, Ca 93101",CA,93101,Coeducational,Day Only,Non-Religious,Sixth Grade,Twelfth Grade,0,0,0,0,0,0,0,2,0,8,3,4,2,19,3,7,4,4,0,No,42767866168629,0,2,17,Santa Barbara,1,
-13560181.9937,4487797.1662,2400,M,99.43,"1565 S White Rd, San Jose, California, 95127",1565 S White Rd,2024-25,Santa Clara,East Side Union High,A43693696905178,St. Thomas More,1565 South White Road,San Jose,CA,95127,Coeducational,Day Only,Catholic,Kindergarten,Twelfth Grade,21,19,20,16,25,22,24,23,19,18,19,26,13,265,0,13,3,2,1,Yes,43693696905178,123,66,76,Santa Clara,1,
-13565722.2414,4497456.8323,2401,M,99.42,"3435 Birchwood Ln, San Jose, California, 95132",3435 Birchwood Ln,2024-25,Santa Clara,Berryessa Union Elementary,A43693776999544,Milpitas Christian School,3435 Birchwood Lane,San Jose,CA,95132,Coeducational,Day Only,Nondenominational,Kindergarten,Fifth Grade,33,18,20,12,17,13,0,0,0,0,0,0,0,113,0,7,4,2,18,No,43693776999544,113,0,0,Santa Clara,1,
-13564360.5016,4494642.3751,2402,M,99.42,"3150 Sierra Rd, San Jose, California, 95132",3150 Sierra Rd,2024-25,Santa Clara,Berryessa Union Elementary,A43693776980247,St. Victor School,3150 Sierra Road,San Jose,CA,95132,Coeducational,Day Only,Catholic,Kindergarten,Eighth Grade ,24,15,22,31,27,23,21,14,21,0,0,0,0,198,0,9,1,1,4,Yes,43693776980247,142,56,0,Santa Clara,1,
-13561791.958,4491106.8807,2403,M,99.42,"4601 Hyland Ave, San Jose, California, 95127",4601 Hyland Ave,2024-25,Santa Clara,Alum Rock Union Elementary,A43693696980452,St. John Vianney School,4601 Hyland Avenue,San Jose,CA,95127,Coeducational,Day Only,Catholic,Kindergarten,Eighth Grade ,26,35,39,26,34,45,35,57,52,0,0,0,0,349,0,17,3,2,13,Yes,43693696980452,205,144,0,Santa Clara,1,
-13564265.3751,4492105.9174,2404,T,99.43,"750 N Capitol Ave, San Jose, California, 95133",750 N Capitol Ave,2024-25,Santa Clara,Berryessa Union Elementary,A43693776133417,Merryhill School ,750 N Capitol Ave Bldg. D,San Jose,CA,95133,Coeducational,Day Only,Non-Religious,Kindergarten,Fifth Grade,39,30,31,36,21,16,0,0,0,0,0,0,0,173,0,15,0,3,7,No,43693776133417,173,0,0,Santa Clara,1,
-13572259.7627,4480074.7928,2405,M,99.42,"1980 Hamilton Ave, San Jose, California, 95125",1980 Hamilton Ave,2024-25,Santa Clara,Campbell Union,A43693936144349,Springbridge International School,1980 Hamilton Ave ,San Jose ,CA,95125,Coeducational,Day Only,Non-Religious,Kindergarten,Eighth Grade ,26,17,25,21,27,6,10,8,6,0,0,0,0,146,0,18,5,2,1,No,43693936144349,122,24,0,Santa Clara,1,
-13574429.4005,4475015.5277,2406,M,99.42,"4115 Jacksol Dr, San Jose, California, 95124",4115 Jacksol Dr,2024-25,Santa Clara,Cambrian,A43693856146724,Learning Pathways Kindergarten,"4115 Jacksol Drive, Bldg 3",San Jose,CA,95124,Coeducational,Day Only,Non-Religious,Kindergarten,Kindergarten,32,0,0,0,0,0,0,0,0,0,0,0,0,32,0,3,1,3,0,No,43693856146724,32,0,0,Santa Clara,1,
-13578928.371,4478968.618,2407,M,99.43,"1806 W Campbell Ave, Campbell, California, 95008",1806 W Campbell Ave,2024-25,Santa Clara,Moreland,A43693936137400,Starbright School - Campbell Campus,1806 W. Campbell Avenue,Campbell,CA,95008,Coeducational,Day Only,Non-Religious,Kindergarten,Fifth Grade,22,12,8,8,5,10,0,0,0,0,0,0,0,65,0,6,3,1,0,No,43693936137400,65,0,0,Santa Clara,1,
-13573885.7384,4475552.5749,2408,M,99.42,"15325 Woodard Rd, San Jose, California, 95124",15325 Woodard Rd,2024-25,Santa Clara,Cambrian,A43693856980445,St. Frances Cabrini Elementary School,15325 Woodard Road,San Jose,CA,95124,Coeducational,Day Only,Catholic,Kindergarten,Eighth Grade ,25,30,31,34,30,47,61,37,48,0,0,0,0,343,0,25,0,2,15,Yes,43693856980445,197,146,0,Santa Clara,1,
-13572305.1845,4480561.0758,2409,M,99.42,"1450 Leigh Ave, San Jose, California, 95125",1450 Leigh Ave,2024-25,Santa Clara,Campbell Union,A43693936167233,Valley Christian Elementary School,1450 Leigh Avenue,San Jose,CA,95125,Coeducational,Day Only,Nondenominational,Kindergarten,Fifth Grade,66,69,74,77,74,95,0,0,0,0,0,0,0,455,0,29,7,2,23,Yes,43693936167233,455,0,0,Santa Clara,1,
-13577565.2874,4479226.2793,2410,M,99.43,"1125 W Campbell Ave, Campbell, California, 95008",1125 W Campbell Ave,2024-25,Santa Clara,Campbell Union,A43693936170658,Action Day Schools - Campbell,1125 W Campbell Ave,Campbell ,CA,95008,Coeducational,Day Only,Non-Religious,Kindergarten,Kindergarten,6,0,0,0,0,0,0,0,0,0,0,0,0,6,0,1,0,4,0,No,43693936170658,6,0,0,Santa Clara,1,
-13572769.8156,4479870.7624,2411,M,99.42,"1300 Sheffield Ave, Campbell, California, 95008",1300 Sheffield Ave,2024-25,Santa Clara,Campbell Union,A43693936914956,San Jose Christian School,1300 Sheffield Ave.,Campbell,CA,95008,Coeducational,Day Only,Reformed,Kindergarten,Eighth Grade ,25,17,20,18,22,12,13,18,16,0,0,0,0,161,0,13,6,8,10,Yes,43693936914956,114,47,0,Santa Clara,1,
-13575200.5542,4478434.9497,2412,M,99.42,"76 Kennedy Ave, Campbell, California, 95008",76 Kennedy Ave,2024-25,Santa Clara,Campbell Union,A43693936980528,St. Lucy Parish School,76 Kennedy Avenue,Campbell,CA,95008,Coeducational,Day Only,Catholic,Kindergarten,Eighth Grade ,19,18,21,31,18,34,27,31,31,0,0,0,0,230,0,14,2,2,12,Yes,43693936980528,141,89,0,Santa Clara,1,
-13575605.2636,4485122.0165,2413,M,100,"1880 Pruneridge Ave, Santa Clara, California, 95050",1880 Pruneridge Ave,2024-25,Santa Clara,Campbell Union,A43693936953418,Pacific Autism Center for Education - Pruneridge Campus,1880 Pruneridge Avenue,Santa Clara,CA,95050,Coeducational,Day Only,Non-Religious,Kindergarten,Tenth Grade,4,0,5,0,4,1,4,3,3,0,0,0,0,24,0,3,0,2,28,Yes,43693936953418,14,10,0,Santa Clara,1,
-13574231.8231,4484571.0163,2414,M,99.42,"300 Oconnor Dr, San Jose, California, 95128",300 Oconnor Dr,2024-25,Santa Clara,Campbell Union,A43693936980544,St. Martin of Tours School,300 O'connor Drive,San Jose,CA,95128,Coeducational,Day Only,Catholic,Kindergarten,Eighth Grade ,30,22,34,36,38,36,39,38,38,0,0,0,0,311,0,19,1,3,34,Yes,43693936980544,196,115,0,Santa Clara,1,
-13577749.4753,4483472.2823,2415,M,99.42,"500 Saratoga Ave, San Jose, California, 95129",500 Saratoga Ave,2024-25,Santa Clara,Campbell Union,A43693936983522,"Harker School, The",500 Saratoga Avenue,San Jose,CA,95129,Coeducational,Day Only,Non-Religious,Kindergarten,Twelfth Grade,84,81,87,110,125,132,176,182,170,204,194,199,195,1939,200,201,13,13,493,Yes,43693936983522,619,528,792,Santa Clara,1,
-13576087.6138,4479131.6193,2416,M,99.43,"400 W Campbell Ave, Campbell, California, 95008",400 W Campbell Ave,2024-25,Santa Clara,Campbell Union,A43693936991384,Old Orchard School,400 West Campbell Avenue,Campbell,CA,95008,Coeducational,Day Only,Non-Religious,Kindergarten,Eighth Grade ,23,18,23,19,18,18,15,17,19,0,0,0,0,170,0,15,10,7,6,No,43693936991384,119,51,0,Santa Clara,1,
-13575519.7479,4479265.6788,2417,M,98.75,"1 W Campbell Ave, Campbell, California, 95008",1 W Campbell Ave,2024-25,Santa Clara,Campbell Union,A43693936154686,S.A.G.E Academy,"1 West Campbell Ave, J70",Campbell,CA,95008,Coeducational,Day Only,Non-Religious,Kindergarten,Twelfth Grade,1,0,2,4,2,4,6,5,6,1,0,1,3,35,1,3,9,0,0,Yes,43693936154686,13,17,5,Santa Clara,1,
-13575547.1521,4479730.3208,2418,M,98.47,"1799 Winchester Blvd, Campbell, California, 95008",1799 Winchester Blvd,2024-25,Santa Clara,Campbell Union,A43693937014319,Pioneer Family Home School,1799 South Winchester Boulevard,Campbell,CA,95008,Coeducational,Day Only,Nondenominational,Kindergarten,Twelfth Grade,4,5,5,4,3,3,5,3,5,3,3,2,7,52,7,38,0,1,0,Yes,43693937014319,24,13,15,Santa Clara,1,
-13573178.612,4476099.5271,2419,M,99.42,"1975 Cambrianna Dr, San Jose, California, 95124",1975 Cambrianna Dr,2024-25,Santa Clara,Cambrian,A43693937077639,Casa di Mir Montessori Elementary School,1975 Cambrianna Drive,San Jose,CA,95124,Coeducational,Day Only,Non-Religious,Kindergarten,Eighth Grade ,13,20,21,15,10,11,14,3,16,0,0,0,0,123,0,18,1,9,6,Yes,43693937077639,90,33,0,Santa Clara,1,
-13576760.254,4477807.2175,2420,M,99.42,"775 Waldo Rd, Campbell, California, 95008",775 Waldo Rd,2024-25,Santa Clara,Campbell Union,A43693937104037,Canyon Heights Academy,775 Waldo Road,Campbell,CA,95008,Coeducational,Day Only,Catholic,Kindergarten,Eighth Grade ,21,19,15,24,15,13,26,12,12,0,0,0,0,157,0,23,5,6,4,Yes,43693937104037,107,50,0,Santa Clara,1,
-13575519.7479,4479265.6788,2421,M,99.43,"1 W Campbell Ave, Campbell, California, 95008",1 W Campbell Ave,2024-25,Santa Clara,Campbell Union,A43693937061401,DaVinci Academy of Silicon Valley,"1 W. Campbell Ave, Building A",Campbell,CA,95008,Coeducational,Day Only,Non-Religious,Kindergarten,Eighth Grade ,15,17,11,10,11,5,2,1,0,0,0,0,0,72,0,8,4,4,1,Yes,43693937061401,69,3,0,Santa Clara,1,
-13571913.902,4482898.1219,2422,M,99.42,"1471 Kingman Ave, San Jose, California, 95128",1471 Kingman Ave,2024-25,Santa Clara,Campbell Union High,A43694016159636,RENAISSANCE LEARNER ACADEMY,1471 Kingman Avenue,San Jose,CA,95128,Coeducational,Day Only,Non-Religious,Eighth Grade ,Twelfth Grade,0,0,0,0,0,0,0,0,1,2,2,2,3,10,0,1,0,1,0,Yes,43694016159636,0,1,9,Santa Clara,1,
-13570124.4619,4471929.8774,2423,M,99.42,"5670 Camden Ave, San Jose, California, 95124",5670 Camden Ave,2024-25,Santa Clara,Campbell Union High,A43694016940365,Beacon,5670 Camden Avenue,San Jose,CA,95124,Coeducational,Day Only,Non-Religious,Sixth Grade,Twelfth Grade,0,0,0,0,0,0,1,4,0,4,7,8,6,30,1,6,0,2,21,No,43694016940365,0,5,25,Santa Clara,1,
-13571606.2224,4481932.1253,2424,M,99.42,"950 Saint Elizabeth Dr, San Jose, California, 95126",950 Saint Elizabeth Dr,2024-25,Santa Clara,Campbell Union High,A43694016979363,Morgan Autism Center,950 St. Elizabeth Drive,San Jose,CA,95126,Coeducational,Day Only,Nondenominational,Kindergarten,Twelfth Grade,0,1,2,1,3,2,6,3,4,5,4,3,22,56,5,8,0,4,111,Yes,43694016979363,9,13,34,Santa Clara,1,
-13585359.7462,4483148.3182,2425,M,99.42,"20900 McClellan Rd, Cupertino, California, 95014",20900 McClellan Rd,2024-25,Santa Clara,Cupertino Union,A43694196165054,7EDU Global Academy,20900 Mcclellan Rd,Cupertino,CA,95014,Coeducational,Day Only,Non-Religious,Ninth Grade,Twelfth Grade,0,0,0,0,0,0,0,0,0,19,30,44,49,142,34,5,34,4,0,No,43694196165054,0,0,142,Santa Clara,1,
-13582931.2004,4484165.9766,2426,M,99.42,"19638 Stevens Creek Blvd, Suite 230, Cupertino, California, 95014","19638 Stevens Creek Blvd, Suite 230",2024-25,Santa Clara,Cupertino Union,A43694196148365,Fusion Academy - Cupertino,"19638 Stevens Creek Blvd., Suite #230",Cupertino,CA,95014,Coeducational,Day Only,Non-Religious,Sixth Grade,Twelfth Grade,0,0,0,0,0,0,0,0,6,3,4,13,18,44,16,13,6,4,0,No,43694196148365,0,6,38,Santa Clara,1,
-13582347.1178,4482504.9483,2427,M,99.42,"6191 Bollinger Rd, Cupertino, California, 95014",6191 Bollinger Rd,2024-25,Santa Clara,Cupertino Union,A43694196159701,Mandarin Academy,6191 Bollinger Road,Cupertino,CA,95014,Coeducational,Day Only,Non-Religious,Kindergarten,Fifth Grade,8,1,2,3,1,0,0,0,0,0,0,0,0,15,0,1,5,1,1,Yes,43694196159701,15,0,0,Santa Clara,1,
-13582216.5721,4483920.1032,2428,M,99.42,"10181 Finch Ave, Cupertino, California, 95014",10181 Finch Ave,2024-25,Santa Clara,Cupertino Union,A43694196171508,"RISE, dba Rossinca Academy",10181 Finch Avenue,Cupertino,CA,95014,Coeducational,Day Only,Non-Religious,Kindergarten,Fifth Grade,16,10,10,8,8,5,0,0,0,0,0,0,0,57,0,5,7,2,0,No,43694196171508,57,0,0,Santa Clara,1,
-13579907.1139,4483177.0268,2429,M,99.42,"4950 Mitty Way, San Jose, California, 95129",4950 Mitty Way,2024-25,Santa Clara,Cupertino Union,A43694196979421,Queen of Apostles School,4950 Mitty Way,San Jose,CA,95129,Coeducational,Day Only,Catholic,Kindergarten,Eighth Grade ,14,18,20,18,32,26,37,35,35,0,0,0,0,235,0,13,6,1,10,Yes,43694196979421,128,107,0,Santa Clara,1,
-13585670.7569,4488000.3175,2430,M,99.42,"1395 Hollenbeck Ave, Sunnyvale, California, 94087",1395 Hollenbeck Ave,2024-25,Santa Clara,Cupertino Union,A43694196979447,Resurrection Elementary,1395 Hollenbeck Avenue,Sunnyvale,CA,94087,Coeducational,Day Only,Catholic,Kindergarten,Eighth Grade ,0,4,3,3,3,7,12,13,4,0,0,0,0,49,0,8,4,1,7,Yes,43694196979447,20,29,0,Santa Clara,1,
-13587381.7446,4487986.3147,2431,M,99.42,"1030 Astoria Dr, Sunnyvale, California, 94087",1030 Astoria Dr,2024-25,Santa Clara,Cupertino Union,A43694196987721,South Peninsula Hebrew Day School,1030 Astoria Drive,Sunnyvale,CA,94087,Coeducational,Day Only,Jewish,Kindergarten,Eighth Grade ,31,17,17,20,9,18,4,13,6,0,0,0,0,135,0,14,9,2,4,Yes,43694196987721,112,23,0,Santa Clara,1,
-13584388.8971,4484413.334,2432,M,99.43,"10120 N De Anza Blvd, Cupertino, California, 95014",10120 N De Anza Blvd,2024-25,Santa Clara,Cupertino Union,A43694196980460,St. Joseph Cupertino,10120 N. Deanza Blvd.,Cupertino,CA,95014,Coeducational,Day Only,Catholic,Kindergarten,Eighth Grade ,11,5,2,6,4,10,5,9,6,0,0,0,0,58,0,7,1,1,5,Yes,43694196980460,38,20,0,Santa Clara,1,
-13585359.7462,4483148.3182,2433,M,98.01,"20900 McClellan Rd, Cupertino, California, 95014",20900 McClellan Rd,2024-25,Santa Clara,Cupertino Union,A43694196170922,Leadways School,"20900 Mcclelland Rd, Bldg 2",Cupertino,CA,95014,Coeducational,Day Only,Non-Religious,Kindergarten,Twelfth Grade,2,1,1,2,1,2,1,0,0,0,0,0,0,10,0,2,4,2,5,No,43694196170922,9,1,0,Santa Clara,1,
-13585952.3945,4487059.3262,2434,M,99.42,"1522 Lewiston Dr, Sunnyvale, California, 94087",1522 Lewiston Dr,2024-25,Santa Clara,Cupertino Union,A43694197082738,The French American School of Silicon Valley,1522 Lewiston Drive,Sunnyvale,CA,94087,Coeducational,Day Only,Non-Religious,Kindergarten,Eighth Grade ,28,24,21,22,19,18,4,6,4,0,0,0,0,146,0,14,8,9,10,Yes,43694197082738,132,14,0,Santa Clara,1,
-13589794.1109,4487589.9578,2435,M,99.42,"1840 Grant Rd, Los Altos, California, 94024",1840 Grant Rd,2024-25,Santa Clara,Cupertino Union,A43694196980239,Saint Simon Parish School,1840 Grant Rd,Los Altos,CA,94024,Coeducational,Day Only,Catholic,Kindergarten,Eighth Grade ,37,40,53,55,48,64,61,72,56,0,0,0,0,486,0,30,2,11,10,Yes,43694196980239,297,189,0,Santa Clara,1,
