X,Y,OBJECTID,Status,Score,Match_addr,ShortLabel,USER_Year,USER_County,USER_District,USER_CDS2,USER_Name,USER_Street,USER_City,USER_State,USER_Zip,USER_Type,USER_Accommodations,USER_Classification,USER_LowGrade,USER_HighGrade,USER_EnrollK,USER_Enroll1,USER_Enroll2,USER_Enroll3,USER_Enroll4,USER_Enroll5,USER_Enroll6,USER_Enroll7,USER_Enroll8,USER_Enroll9,USER_Enroll10,USER_Enroll11,USER_Enroll12,USER_TotalEnroll,USER_PrevYearGrads,USER_FullTimeTeach,USER_PartTimeTeach,USER_Administrators,USER_OtherStaff,USER_TaxExempt,USER_CDS,USER_EnrollK5,USER_Enroll68,USER_Enroll912,COUNTY_NAM,CO_TEST,CO_TEST_Note
-13170157.6247,4013029.0485,901,M,99.43,"16311 S Western Ave, Gardena, California, 90247",16311 S Western Ave,2024-25,Los Angeles,Los Angeles Unified,A19647336990691,Gardena Christian Academy,16311 South Western Avenue,Gardena,CA,90247,Coeducational,Day Only,Assembly of God,Kindergarten,Fifth Grade,19,28,9,8,10,10,0,0,0,0,0,0,0,84,0,10,0,3,3,No,19647336990691,84,0,0,Los Angeles,1,
-13193168.4453,4066447.4956,902,M,100,"17531 Rinaldi St, Granada Hills, California, 91344",17531 Rinaldi St,2024-25,Los Angeles,Los Angeles Unified,A19647336998728,Heritage Christian School,17531 Rinaldi Street,Granada Hills,CA,91344,Coeducational,Day Only,Nondenominational,Kindergarten,Fifth Grade,127,72,70,69,57,70,0,0,0,0,0,0,0,465,0,32,7,4,44,Yes,19647336998728,465,0,0,Los Angeles,1,
-13185925.3744,4033302.3549,903,M,100,"11811 W Olympic Blvd, Los Angeles, California, 90064",11811 W Olympic Blvd,2024-25,Los Angeles,Los Angeles Unified,A19647336994792,"Wildwood School, Inc.",11811 W Olympic Blvd,Los Angeles,CA,90064,Coeducational,Day Only,Non-Religious,Kindergarten,Twelfth Grade,59,42,58,52,51,52,64,58,73,57,50,41,69,726,53,89,2,60,7,Yes,19647336994792,314,195,217,Los Angeles,1,
-13198759.1813,4055028.0608,904,M,99.9,"6844 Oakdale Ave, Winnetka, California, 91306",6844 Oakdale Ave,2024-25,Los Angeles,Los Angeles Unified,A19647336998843,AGBU Manoogian-Demirdjian,6844 Oakdale Ave,Canoga Park,CA,91306,Coeducational,Day Only,Non-Religious,Kindergarten,Twelfth Grade,66,75,63,79,77,50,60,56,56,60,60,51,56,809,50,91,5,15,28,Yes,19647336998843,410,172,227,Los Angeles,1,
-13171828.8543,4031630.0224,905,M,100,"3666 7th Ave, Los Angeles, California, 90018",3666 7th Ave,2024-25,Los Angeles,Los Angeles Unified,A19647336993604,Little Citizens Westside Academy #3,3666 7Th Avenue,Los Angeles,CA,90018,Coeducational,Day Only,Non-Religious,Kindergarten,Eighth Grade ,0,2,1,6,0,0,0,0,0,0,0,0,0,9,0,1,3,1,2,No,19647336993604,9,0,0,Los Angeles,1,
-13196414.565,4035170.706,906,M,100,"16720 Marquez Ave, Pacific Palisades, California, 90272",16720 Marquez Ave,2024-25,Los Angeles,Los Angeles Unified,A19647337000763,Le Lycee Francais de Los Angeles-Pac Pali,16720 Marquez Avenue,Pacific Palisades,CA,90272,Coeducational,Day Only,Non-Religious,Kindergarten,Second Grade,8,9,7,0,0,0,0,0,0,0,0,0,0,24,0,8,4,1,4,Yes,19647337000763,24,0,0,Los Angeles,1,
-13182646.9051,4070470.4606,907,M,100,"13216 Leach St, Sylmar, California, 91342",13216 Leach St,2024-25,Los Angeles,Los Angeles Unified,A19647337012933,Sunland Christian School,13216 Leach Street,Sylmar,CA,91342,Coeducational,Day Only,Nondenominational,Kindergarten,Twelfth Grade,3,7,4,4,2,5,3,6,6,11,8,8,8,75,8,0,0,1,0,Yes,19647337012933,25,15,35,Los Angeles,1,
-13182004.7389,4035134.6761,908,M,100,"10361 W Pico Blvd, Los Angeles, California, 90064",10361 W Pico Blvd,2024-25,Los Angeles,Los Angeles Unified,A19647337000748,Le Lycee Francais de Los Angeles-Century City,10361 West Pico Boulevard,Los Angeles,CA,90064,Coeducational,Day Only,Non-Religious,Kindergarten,First Grade,43,50,0,0,0,0,0,0,0,0,0,0,0,93,0,9,2,2,9,Yes,19647337000748,93,0,0,Los Angeles,1,
-13168206.7636,4024493.9156,909,M,100,"7901 S Vermont Ave, Los Angeles, California, 90044",7901 S Vermont Ave,2024-25,Los Angeles,Los Angeles Unified,A19647337016223,Frederick K.C. Price III Christian Schools,7901 S. Vermont Avenue,Los Angeles,CA,90044,Coeducational,Day Only,Nondenominational,Kindergarten,Twelfth Grade,18,23,24,24,13,21,11,19,21,7,12,7,10,210,10,16,0,1,6,Yes,19647337016223,123,51,36,Los Angeles,1,
-13192641.8957,4051714.9382,910,M,100,"5461 Louise Ave, Encino, California, 91316",5461 Louise Ave,2024-25,Los Angeles,Los Angeles Unified,A19647337025349,Westmark School,5461 Louise Avenue,Encino,CA,91316,Coeducational,Day Only,Non-Religious,Second Grade,Twelfth Grade,0,0,9,21,16,19,17,19,29,19,19,21,26,215,25,47,1,11,22,Yes,19647337025349,65,65,85,Los Angeles,1,
-13173442.5321,4042811.9357,911,M,100,"6817 Franklin Ave, Los Angeles, California, 90028",6817 Franklin Ave,2024-25,Los Angeles,Los Angeles Unified,A19647337024318,The Oaks School,6817 Franklin Avenue,Los Angeles,CA,90028,Coeducational,Day Only,Non-Religious,Kindergarten,Sixth Grade,16,23,10,19,18,17,7,0,0,0,0,0,0,110,0,16,0,5,6,Yes,19647337024318,103,7,0,Los Angeles,1,
-13166437.0579,4033175.2832,912,M,100,"2120 Estrella Ave, Los Angeles, California, 90007",2120 Estrella Ave,2024-25,Los Angeles,Los Angeles Unified,A19647337046717,Star Christian,2120 Estrella Avenue,Los Angeles,CA,90007,Coeducational,Day Only,Baptist,Kindergarten,Fifth Grade,5,3,13,6,10,5,0,0,0,0,0,0,0,42,0,2,4,1,0,Yes,19647337046717,42,0,0,Los Angeles,1,
-13174612.0877,4042412.3998,913,M,100,"7300 Hollywood Blvd, Los Angeles, California, 90046",7300 Hollywood Blvd,2024-25,Los Angeles,Los Angeles Unified,A19647337021496,Briskin Elementary School of Temple Israel of Hollywood,7300 Hollywood Boulevard,Los Angeles,CA,90046,Coeducational,Day Only,Jewish,Kindergarten,Sixth Grade,29,27,25,24,21,24,25,0,0,0,0,0,0,175,0,33,4,6,2,Yes,19647337021496,150,25,0,Los Angeles,1,
-13194630.8913,4065967.695,914,M,99.9,"18200 Rinaldi Pl, Porter Ranch, California, 91326",18200 Rinaldi Pl,2024-25,Los Angeles,Los Angeles Unified,A19647337043045,Dubnoff School,18200 Rinaldi Place,Northridge,CA,91326,Coeducational,Day Only,Nondenominational,Sixth Grade,Twelfth Grade,0,0,0,0,0,0,1,3,8,12,6,17,23,70,6,6,1,4,20,No,19647337043045,0,12,58,Los Angeles,1,
-13197329.2248,4034398.1788,915,M,100,"17310 W Sunset Blvd, Pacific Palisades, California, 90272",17310 W Sunset Blvd,2024-25,Los Angeles,Los Angeles Unified,A19647337046758,Westside Waldorf School,17310 West Sunset Boulevard,Pacific Palisades,CA,90272,Coeducational,Day Only,Non-Religious,Kindergarten,Eighth Grade ,19,10,8,6,8,13,0,8,0,0,0,0,0,72,0,11,7,6,3,Yes,19647337046758,64,8,0,Los Angeles,1,
-13197256.1187,4035306.6906,916,M,100,"701 Palisades Dr, Pacific Palisades, California, 90272",701 Palisades Dr,2024-25,Los Angeles,Los Angeles Unified,A19647337066426,Calvary Christian School,701 Palisades Drive,Pacific Palisades,CA,90272,Coeducational,Day Only,Nondenominational,Kindergarten,Eighth Grade ,51,38,41,42,44,44,43,39,41,0,0,0,0,383,0,44,3,6,47,Yes,19647337066426,260,123,0,Los Angeles,1,
-13177531.5492,4036244.1288,917,M,100,"1210 S La Cienega Blvd, Los Angeles, California, 90035",1210 S La Cienega Blvd,2024-25,Los Angeles,Los Angeles Unified,A19647337063241,Tashbar Sephardic Yeshiva Ketana,1210 South La Cienega Boulevard,Los Angeles,CA,90035,Coeducational,Day Only,Jewish,Kindergarten,Eighth Grade ,27,26,18,28,26,17,26,28,25,0,0,0,0,221,0,36,10,5,18,Yes,19647337063241,142,79,0,Los Angeles,1,
-13170815.4478,4002087.6036,918,M,99.42,"2043 Lomita Blvd, Lomita, California, 90717",2043 Lomita Blvd,2024-25,Los Angeles,Los Angeles Unified,A19647337067689,Coastal Academy,2043 Lomita Blvd.,Lomita,CA,90717,Coeducational,Day Only,Evangelical,Kindergarten,Twelfth Grade,19,16,17,29,14,11,10,9,9,5,6,6,4,155,9,9,9,5,4,Yes,19647337067689,106,28,21,Los Angeles,1,
-13186731.3315,4051875.2608,919,M,99.4,"14926 Burbank Blvd, Sherman Oaks, California, 91411",14926 Burbank Blvd,2024-25,Los Angeles,Los Angeles Unified,A19647337077308,ABC Little School,14926 Burbank Blvd,Sherman Oaks,CA,91411,Coeducational,Day Only,Non-Religious,Kindergarten,Eighth Grade ,12,2,0,0,0,0,0,0,0,0,0,0,0,14,0,2,0,2,0,No,19647337077308,14,0,0,Los Angeles,1,
-13179082.2169,4026599.8283,920,M,99.42,"5881 Green Valley Cir, Culver City, California, 90230",5881 Green Valley Cir,2024-25,Los Angeles,Culver City Unified,A19647337065097,Montessori Academy of Culver City,5881 Green Valley Circle,Culver City,CA,90230,Coeducational,Day Only,Non-Religious,Kindergarten,First Grade,5,4,0,0,0,0,0,0,0,0,0,0,0,9,0,1,0,1,0,No,19647337065097,9,0,0,Los Angeles,1,
-13174839.8966,4035601.8974,921,M,100,"1304 S Cochran Ave, Los Angeles, California, 90019",1304 S Cochran Ave,2024-25,Los Angeles,Los Angeles Unified,A19647337071780,ReJOYce In Jesus Christian School,1304 South Cochran Avenue,Los Angeles,CA,90019,Coeducational,Day Only,Nondenominational,Kindergarten,Eighth Grade ,0,2,0,0,2,3,0,4,2,0,0,0,0,13,0,4,0,2,0,Yes,19647337071780,7,6,0,Los Angeles,1,
-13175773.6375,4027265.2522,922,M,100,"4737 W Slauson Ave, Los Angeles, California, 90056",4737 W Slauson Ave,2024-25,Los Angeles,Los Angeles Unified,A19647337072747,Children Community Academy Inc.,4737 W Slauson Ave.,Los Angeles,CA,90056,Coeducational,Day Only,Christian Church (Disciples of Christ),Kindergarten,Kindergarten,14,0,0,0,0,0,0,0,0,0,0,0,0,14,0,5,3,1,1,Yes,19647337072747,14,0,0,Los Angeles,1,
-13166839.0895,4042847.714,923,M,100,"4155 Russell Ave, Los Angeles, California, 90027",4155 Russell Ave,2024-25,Los Angeles,Los Angeles Unified,A19647337081797,International School of Los Angeles-LF,4155 Russell Avenue,Los Angeles,CA,90027,Coeducational,Day Only,Non-Religious,Kindergarten,Fifth Grade,64,51,61,48,48,47,0,0,0,0,0,0,0,319,0,26,0,7,27,Yes,19647337081797,319,0,0,Los Angeles,1,
-13161208.7074,4045528.197,924,M,100,"4018 W Avenue 41, Los Angeles, California, 90065",4018 W Avenue 41,2024-25,Los Angeles,Los Angeles Unified,A19647337077597,Kids'  World School,4018 W Avenue 41,Los Angeles,CA,90065,Coeducational,Day Only,Non-Religious,Kindergarten,Fifth Grade,2,2,0,1,2,0,0,0,0,0,0,0,0,7,0,2,1,1,0,Yes,19647337077597,7,0,0,Los Angeles,1,
-13170068.6566,4029579.3688,925,M,100,"4256 S Western Ave, Los Angeles, California, 90062",4256 S Western Ave,2024-25,Los Angeles,Los Angeles Unified,A19647337079122,Little Citizens Westside Academy #1,4256 South Western Avenue,Los Angeles,CA,90062,Coeducational,Day Only,Non-Religious,Kindergarten,Twelfth Grade,0,0,0,0,2,6,3,8,9,8,8,5,17,66,5,6,0,4,18,No,19647337079122,8,20,38,Los Angeles,1,
-13191668.7978,4065812.2317,926,M,100,"11263 Balboa Blvd, Granada Hills, California, 91344",11263 Balboa Blvd,2024-25,Los Angeles,Los Angeles Unified,A19647337079411,The Northridge Community School,11263 Balboa Boulevard,Granada Hills,CA,91344,Coeducational,Day Only,Nondenominational,Kindergarten,Eighth Grade ,2,3,4,7,3,5,3,5,3,0,0,0,0,35,0,4,3,1,3,Yes,19647337079411,24,11,0,Los Angeles,1,
-13172113.291,4002609.4303,927,M,99.42,"2458 Lomita Blvd, Lomita, California, 90717",2458 Lomita Blvd,2024-25,Los Angeles,Los Angeles Unified,A19647337084072,Nishiyamato Academy,2458 Lomita Boulevard,Lomita,CA,90717,Coeducational,Day Only,Non-Religious,Kindergarten,Ninth Grade,12,14,16,8,13,9,8,16,9,3,0,0,0,108,5,17,13,4,0,Yes,19647337084072,72,33,3,Los Angeles,1,
-13174022.3227,4040282.6643,928,M,100,"801 N La Brea Ave, Los Angeles, California, 90038",801 N La Brea Ave,2024-25,Los Angeles,Los Angeles Unified,A19647337082019,Cheder of Los Angeles,801 North La Brea Avenue,Los Angeles,CA,90038,Coeducational,Day Only,Jewish,Kindergarten,Eighth Grade ,29,12,8,27,17,28,10,32,27,0,0,0,0,190,0,6,37,5,9,Yes,19647337082019,121,69,0,Los Angeles,1,
-13183838.2572,4068483.5704,929,M,99.42,"1525 Glenoaks Blvd, San Fernando, California, 91340",1525 Glenoaks Blvd,2024-25,Los Angeles,Los Angeles Unified,A19647337084320,First United Methodist Church/Glenoaks Christian Elementary School,1525 Glenoaks Boulevard,San Fernando,CA,91340,Coeducational,Day Only,Methodist,Kindergarten,Eighth Grade ,5,3,8,12,5,8,4,3,0,0,0,0,0,48,0,6,3,4,4,Yes,19647337084320,41,7,0,Los Angeles,1,
-13177538.006,4035308.1884,930,M,100,"1606 S La Cienega Blvd, Los Angeles, California, 90035",1606 S La Cienega Blvd,2024-25,Los Angeles,Los Angeles Unified,A19647337084502,Cheder Menachem,1606 South La Cienega Boulevard,Los Angeles,CA,90035,Boys Only,Day Only,Jewish,Kindergarten,Eighth Grade ,20,31,45,47,46,47,47,46,50,0,0,0,0,379,0,25,15,6,28,Yes,19647337084502,236,143,0,Los Angeles,1,
-13176092.4953,4036831.8506,931,M,100,"910 S Fairfax Ave, Los Angeles, California, 90036",910 S Fairfax Ave,2024-25,Los Angeles,Los Angeles Unified,A19647337085780,Shalhevet,910 South Fairfax Avenue,Los Angeles,CA,90036,Coeducational,Day Only,Jewish,Ninth Grade,Twelfth Grade,0,0,0,0,0,0,0,0,0,70,70,63,34,237,71,31,12,10,28,Yes,19647337085780,0,0,237,Los Angeles,1,
-13204344.888,4055641.4438,932,M,100,"22450 Sherman Way, West Hills, California, 91307",22450 Sherman Way,2024-25,Los Angeles,Los Angeles Unified,A19647337084684,West Valley Christian School,22450 Sherman Way,West Hills,CA,91307,Coeducational,Day Only,Nondenominational,Kindergarten,Eighth Grade ,36,24,24,20,17,20,23,21,20,0,0,0,0,205,0,11,14,1,13,Yes,19647337084684,141,64,0,Los Angeles,1,
-13179011.9662,4036247.9917,933,M,100,"9051 W Pico Blvd, Los Angeles, California, 90035",9051 W Pico Blvd,2024-25,Los Angeles,Los Angeles Unified,A19647337088354,Bais Chaya Mushka School of Los Angeles,9051 W. Pico Blvd.,Los Angeles,CA,90035,Girls Only,Day Only,Jewish,Kindergarten,Eighth Grade ,19,44,38,43,37,46,43,40,39,0,0,0,0,349,0,1,58,7,25,Yes,19647337088354,227,122,0,Los Angeles,1,
-13203205.004,4065324.5486,934,M,100,"11070 Old Santa Susana Pass Rd, Chatsworth, California, 91311",11070 Old Santa Susana Pass Rd,2024-25,Los Angeles,Los Angeles Unified,A19647337084643,Al Falaq Meraj Academy,11070 Old Santa Susana Pass Rd,Chatsworth,CA,91311,Coeducational,Day Only,Islamic (Muslim),Kindergarten,Ninth Grade,19,21,20,12,23,15,15,15,14,7,0,0,0,161,0,12,1,1,3,Yes,19647337084643,110,44,7,Los Angeles,1,
-13177568.3681,4033153.5362,935,M,100,"6063 Hargis St, Los Angeles, California, 90034",6063 Hargis St,2024-25,Los Angeles,Los Angeles Unified,A19647337088909,Play Mountain Place,6063 Hargis Street,Los Angeles,CA,90034,Coeducational,Day Only,Non-Religious,Kindergarten,Fifth Grade,14,8,13,4,7,2,0,0,0,0,0,0,0,48,0,6,4,4,2,Yes,19647337088909,48,0,0,Los Angeles,1,
-13179699.4982,4047813.0361,936,M,100,"3921 Laurel Canyon Blvd, Studio City, California, 91604",3921 Laurel Canyon Blvd,2024-25,Los Angeles,Los Angeles Unified,A19647337089436,Bridges Academy,3921 Laurel Canyon Blvd,Studio City,CA,91604,Coeducational,Day Only,Non-Religious,Fourth Grade,Twelfth Grade,0,0,0,0,5,7,17,16,24,27,18,32,29,175,29,36,6,9,24,Yes,19647337089436,12,57,106,Los Angeles,1,
-13188135.7313,4037544.9196,937,M,99.62,"11725 W Sunset Blvd, Los Angeles, California, 90049",11725 W Sunset Blvd,2024-25,Los Angeles,Los Angeles Unified,A19647337090723,The Archer School for Girls,11725 Sunset Boulevard,Los Angeles,CA,90049,Girls Only,Day Only,Non-Religious,Sixth Grade,Twelfth Grade,0,0,0,0,0,0,61,84,62,86,63,57,71,484,63,65,1,8,42,Yes,19647337090723,0,207,277,Los Angeles,1,
-13185348.3364,4034610.923,938,M,100,"1819 Sawtelle Blvd, Los Angeles, California, 90025",1819 Sawtelle Blvd,2024-25,Los Angeles,Los Angeles County Office of Education,A19647337091309,New Horizon School Westside,1819 Sawtelle Boulevard,Los Angeles,CA,90025,Coeducational,Day Only,Islamic (Muslim),Kindergarten,Fifth Grade,30,13,12,12,15,9,0,0,0,0,0,0,0,91,0,12,6,4,4,Yes,19647337091309,91,0,0,Los Angeles,1,
-13180404.1894,4049935.5117,939,M,100,"12326 Riverside Dr, Valley Village, California, 91607",12326 Riverside Dr,2024-25,Los Angeles,Los Angeles Unified,A19647337090020,Beth Hillel Day,12326 Riverside Drive,Valley Village,CA,91607,Coeducational,Day Only,Jewish,Kindergarten,Sixth Grade,11,0,0,0,0,0,0,0,0,0,0,0,0,11,0,1,4,2,0,Yes,19647337090020,11,0,0,Los Angeles,1,
-13181363.3938,4033232.6375,940,M,100,"3200 Motor Ave, Los Angeles, California, 90034",3200 Motor Ave,2024-25,Los Angeles,Los Angeles Unified,A19647337092703,Vista,3200 Motor Avenue,Los Angeles,CA,90034,Coeducational,Both,Non-Religious,Kindergarten,Twelfth Grade,0,0,0,0,0,0,0,0,0,5,8,20,27,60,6,7,0,2,44,Yes,19647337092703,0,0,60,Los Angeles,1,
-13178636.9376,4024128.7044,941,M,100,"7899 La Tijera Blvd, Los Angeles, California, 90045",7899 La Tijera Blvd,2024-25,Los Angeles,Los Angeles Unified,A19647337094428,Carousel,7899 La Tijera Blvd,Los Angeles,CA,90045,Coeducational,Day Only,Non-Religious,Kindergarten,Twelfth Grade,0,0,0,0,0,1,0,2,4,2,4,9,21,43,0,4,0,6,14,No,19647337094428,1,6,36,Los Angeles,1,
-13170366.8095,4025366.2697,942,M,99.01,"1902 W Florence Ave, Los Angeles, California, 90047",1902 W Florence Ave,2024-25,Los Angeles,Los Angeles Unified,A19647337092992,Cleophas Oliver Learning Academy,1902 West Florence,Los Angeles,CA,90047,Coeducational,Day Only,Non-Religious,Kindergarten,Fifth Grade,7,5,3,5,1,0,0,0,0,0,0,0,0,21,0,2,1,2,2,Yes,19647337092992,21,0,0,Los Angeles,1,
-13170376.7933,4050543.534,943,M,99.43,"1101 S Main St, Burbank, California, 91506",1101 S Main St,2024-25,Los Angeles,Burbank Unified,A19647337092521,Fairhaven Christian Academy,1101 S. Main St.,Burbank,CA,91506,Coeducational,Day Only,Nondenominational,First Grade,Twelfth Grade,0,3,8,4,5,5,2,5,4,2,5,1,2,46,6,28,0,0,0,Yes,19647337092521,25,11,10,Los Angeles,1,
-13160581.3676,4026629.9405,944,M,99.42,"2665 Clarendon Ave, Huntington Park, California, 90255",2665 Clarendon Ave,2024-25,Los Angeles,Los Angeles Unified,A19647337097249,Renuevo Elementary School,2665 Clarendon Ave.,Huntington Park,CA,90255,Coeducational,Day Only,Church of the Nazarene,Kindergarten,Fifth Grade,5,2,0,0,0,0,0,0,0,0,0,0,0,7,0,2,1,2,1,Yes,19647337097249,7,0,0,Los Angeles,1,
-13181814.5421,4032534.8799,945,M,100,"3261 Overland Ave, Los Angeles, California, 90034",3261 Overland Ave,2024-25,Los Angeles,Los Angeles Unified,A19647337098726,Le Lycee Francais de Los Angeles-Elementary and Middle,3261 Overland Avenue,Los Angeles,CA,90034,Coeducational,Day Only,Non-Religious,Second Grade,Eighth Grade ,0,0,48,64,57,53,44,54,44,0,0,0,0,364,0,25,14,31,37,Yes,19647337098726,222,142,0,Los Angeles,1,
-13182372.6108,4051807.719,946,M,99.4,"13130 Burbank Blvd, Sherman Oaks, California, 91401",13130 Burbank Blvd,2024-25,Los Angeles,Los Angeles Unified,A19647337102015,Village Glen School,13130 Burbank Boulevard,Sherman Oaks,CA,91401,Coeducational,Both,Non-Religious,Kindergarten,Twelfth Grade,1,2,0,1,2,3,2,7,8,20,6,15,19,86,24,10,4,2,19,Yes,19647337102015,9,17,60,Los Angeles,1,
-13167921.1138,4037395.6118,947,M,100,"3119 W 6th St, Los Angeles, California, 90020",3119 W 6th St,2024-25,Los Angeles,Los Angeles Unified,A19647337100209,New Covenant Academy,3119 West 6Th Street,Los Angeles,CA,90020,Coeducational,Day Only,Nondenominational,Kindergarten,Twelfth Grade,7,10,11,11,8,10,12,9,14,11,13,13,15,144,12,15,1,4,4,Yes,19647337100209,57,35,52,Los Angeles,1,
-13182372.6108,4051807.719,948,M,99.4,"13130 Burbank Blvd, Sherman Oaks, California, 91401",13130 Burbank Blvd,2024-25,Los Angeles,Los Angeles Unified,A19647337102239,Sunrise School,13130 Burbank Boulevard,Sherman Oaks,CA,91401,Coeducational,Day Only,Non-Religious,First Grade,Twelfth Grade,0,5,3,5,4,9,2,6,8,14,11,16,37,120,0,10,0,3,23,Yes,19647337102239,26,16,78,Los Angeles,1,
-13181791.9898,4054116.6465,949,M,99,"6455 Coldwater Canyon Ave, North Hollywood, California, 91606",6455 Coldwater Canyon Ave,2024-25,Los Angeles,Los Angeles Unified,A19647337093487,Summit View,6455 Coldwater Canyon,North Hollywood,CA,91606,Coeducational,Both,Non-Religious,First Grade,Twelfth Grade,0,1,2,3,4,3,11,12,17,19,15,18,19,124,11,14,0,2,15,Yes,19647337093487,13,40,71,Los Angeles,1,
-13185536.3872,4033455.792,950,M,100,"11661 W Olympic Blvd, Los Angeles, California, 90064",11661 W Olympic Blvd,2024-25,Los Angeles,Los Angeles Unified,A19647337102346,Brawerman Elementary School West of Wilshire Blvd Temple,11661 W. Olympic Blvd.,Los Angeles,CA,90064,Coeducational,Day Only,Jewish,Kindergarten,Sixth Grade,48,44,46,38,35,37,36,0,0,0,0,0,0,284,0,55,1,11,3,Yes,19647337102346,248,36,0,Los Angeles,1,
-13158114.0528,4017184.1587,951,M,99.42,"3919 Carlin Ave, Lynwood, California, 90262",3919 Carlin Ave,2024-25,Los Angeles,Lynwood Unified,A19647746150494,Lynwood Academic Academy,3919 Carlin Avenue,Lynwood,CA,90262,Coeducational,Day Only,Baptist,Kindergarten,Fifth Grade,20,15,10,8,8,4,0,0,0,0,0,0,0,65,0,5,3,1,1,Yes,19647746150494,65,0,0,Los Angeles,1,
-13158835.7071,4019813.5285,952,M,99.42,"10990 California Ave, Lynwood, California, 90262",10990 California Ave,2024-25,Los Angeles,Lynwood Unified,A19647746963748,St. Emydius School,10990 California Avenue,Lynwood,CA,90262,Coeducational,Day Only,Catholic,Kindergarten,Eighth Grade ,19,15,20,15,15,12,22,20,21,0,0,0,0,159,0,10,2,1,4,Yes,19647746963748,96,63,0,Los Angeles,1,
-13194241.1109,4034863.2867,953,M,100,"15240 La Cruz Dr, Pacific Palisades, California, 90272",15240 La Cruz Dr,2024-25,Los Angeles,Los Angeles Unified,A19647337104425,Seven Arrows Elementary,15240 La Cruz Dr,Pacific Palisades,CA,90272,Coeducational,Day Only,Non-Religious,Kindergarten,Sixth Grade,24,24,23,24,23,25,24,0,0,0,0,0,0,167,0,29,7,15,6,Yes,19647337104425,143,24,0,Los Angeles,1,
-13157341.0703,4016609.6296,954,M,99.42,"12522 Stoneacre Ave, Lynwood, California, 90262",12522 Stoneacre Ave,2024-25,Los Angeles,Lynwood Unified,A19647746964522,St. Philip Neri,12522 Stoneacre Avenue,Lynwood,CA,90262,Coeducational,Day Only,Catholic,Kindergarten,Eighth Grade ,15,15,20,22,8,24,21,20,22,0,0,0,0,167,0,10,1,1,4,Yes,19647746964522,104,63,0,Los Angeles,1,
-13135061.496,4049060.4615,955,M,98.47,"429 Wildrose Ave, Monrovia, California, 91016",429 Wildrose Ave,2024-25,Los Angeles,Monrovia Unified,A19647906148068,Oasis Trilingual Community School,429 E Wildrose Ave.,Monrovia,CA,91016,Coeducational,Day Only,Non-Religious,Kindergarten,Eighth Grade ,27,9,14,2,13,5,6,5,0,0,0,0,0,81,0,9,5,3,0,Yes,19647906148068,70,11,0,Los Angeles,1,
-13136405.8434,4048295.1813,956,M,99.43,"319 W Olive Ave, Monrovia, California, 91016",319 W Olive Ave,2024-25,Los Angeles,Monrovia Unified,A19647906934384,Calvary Road Baptist Academy,319 West Olive Avenue,Monrovia,CA,91016,Coeducational,Day Only,Baptist,Kindergarten,Twelfth Grade,7,3,2,2,3,3,1,1,2,3,4,2,0,33,1,4,0,2,1,Yes,19647906934384,20,4,9,Los Angeles,1,
-13135834.7958,4047299.0592,957,M,99.43,"1307 S Myrtle Ave, Monrovia, California, 91016",1307 S Myrtle Ave,2024-25,Los Angeles,Monrovia Unified,A19647906152482,Calvary Chapel Monrovia PSP,1307 S. Myrtle Ave.,Monrovia,CA,91016,Coeducational,Day Only,Calvary Chapel,Kindergarten,Twelfth Grade,1,5,5,5,1,2,1,1,1,2,0,0,0,24,1,1,1,1,0,Yes,19647906152482,19,3,2,Los Angeles,1,
-13134608.3975,4048121.0536,958,M,99.43,"726 S Shamrock Ave, Monrovia, California, 91016",726 S Shamrock Ave,2024-25,Los Angeles,Monrovia Unified,A19647906962443,Immaculate Conception,726 South Shamrock Avenue,Monrovia,CA,91016,Coeducational,Day Only,Catholic,Kindergarten,Eighth Grade ,19,14,11,12,11,16,10,8,7,0,0,0,0,108,0,8,1,1,3,Yes,19647906962443,83,25,0,Los Angeles,1,
-13135774.5008,4044565.4637,959,M,99.43,"2640 S Myrtle Ave, Suite A 7, Monrovia, California, 91016","2640 S Myrtle Ave, Suite A 7",2024-25,Los Angeles,Monrovia Unified,A19647907080864,Excellence In Education Academy,2640 South Myrtle Avenue Suite A7,Monrovia,CA,91016,Coeducational,Day Only,Non-Religious,First Grade,Twelfth Grade,0,20,22,25,17,25,23,21,14,35,37,37,24,300,24,95,12,2,1,No,19647907080864,109,58,133,Los Angeles,1,
-13136278.3301,4044213.5835,960,M,99.43,"1307 E Longden Ave, Arcadia, California, 91006",1307 E Longden Ave,2024-25,Los Angeles,Monrovia Unified,A19647907091010,Pearl Preparatory,1307 East Longden Avenue,Arcadia,CA,91006,Coeducational,Day Only,Nondenominational,Kindergarten,Sixth Grade,20,24,22,20,33,22,23,0,0,0,0,0,0,164,0,7,5,3,4,Yes,19647907091010,141,23,0,Los Angeles,1,
-13150817.7036,4033329.4391,961,M,99.43,"337 W Pomona Blvd, Monterey Park, California, 91754",337 W Pomona Blvd,2024-25,Los Angeles,Montebello Unified,A19648086160394,Pacific Baptist School,337 W. Pomona Blvd.,Monterey Park,CA,91754,Coeducational,Day Only,Baptist,Kindergarten,Twelfth Grade,1,0,1,0,0,0,1,1,0,1,0,1,0,6,1,1,0,1,0,Yes,19648086160394,2,2,2,Los Angeles,1,
